id,width,height,file_name,license,flickr_url,coco_url,date_captured,flickr_640_url
0,1537,2049,batch_1/000006.jpg,,https://farm66.staticflickr.com/65535/33978196618_e30a59e0a8_o.png,,,https://farm66.staticflickr.com/65535/33978196618_632623b4fc_z.jpg
1,1537,2049,batch_1/000008.jpg,,https://farm66.staticflickr.com/65535/47803331152_ee00755a2e_o.png,,,https://farm66.staticflickr.com/65535/47803331152_19beae025a_z.jpg
2,1537,2049,batch_1/000010.jpg,,https://farm66.staticflickr.com/65535/40888872753_08ffb24902_o.png,,,https://farm66.staticflickr.com/65535/40888872753_631ab0f441_z.jpg
3,2049,1537,batch_1/000019.jpg,,https://farm66.staticflickr.com/65535/47803331492_0e1085ca55_o.png,,,https://farm66.staticflickr.com/65535/47803331492_b8c0e5aafe_z.jpg
4,1537,2049,batch_1/000026.jpg,,https://farm66.staticflickr.com/65535/33978199868_88ee160849_o.png,,,https://farm66.staticflickr.com/65535/33978199868_1bc379170a_z.jpg
5,2049,1537,batch_1/000047.jpg,,https://farm66.staticflickr.com/65535/33978200068_c6eed416ac_o.png,,,https://farm66.staticflickr.com/65535/33978200068_9cd0d8f6a2_z.jpg
6,1537,2049,batch_1/000055.jpg,,https://farm66.staticflickr.com/65535/47803332212_af8cfa9704_o.png,,,https://farm66.staticflickr.com/65535/47803332212_0ff13e5eb1_z.jpg
7,2049,1537,batch_1/000001.jpg,,https://farm66.staticflickr.com/65535/33978202498_effbca58ef_o.png,,,https://farm66.staticflickr.com/65535/33978202498_ef6d507616_z.jpg
8,1537,2049,batch_1/000005.jpg,,https://farm66.staticflickr.com/65535/47803335992_9c58683430_o.png,,,https://farm66.staticflickr.com/65535/47803335992_ebcc4e3932_z.jpg
9,1537,2049,batch_1/000007.jpg,,https://farm66.staticflickr.com/65535/47855505601_f75a430abc_o.png,,,https://farm66.staticflickr.com/65535/47855505601_a81c3ba8de_z.jpg
10,1537,2049,batch_1/000012.jpg,,https://farm66.staticflickr.com/65535/40888877173_855795c875_o.png,,,https://farm66.staticflickr.com/65535/40888877173_734cec88e1_z.jpg
11,1537,2049,batch_1/000014.jpg,,https://farm66.staticflickr.com/65535/47066066634_c50443ca0c_o.png,,,https://farm66.staticflickr.com/65535/47066066634_60a4f44241_z.jpg
12,2049,1537,batch_1/000048.jpg,,https://farm66.staticflickr.com/65535/47803337262_8e069056d4_o.png,,,https://farm66.staticflickr.com/65535/47803337262_4965d5608b_z.jpg
13,1537,2049,batch_1/000053.jpg,,https://farm66.staticflickr.com/65535/47066067064_84c534d654_o.png,,,https://farm66.staticflickr.com/65535/47066067064_b7ca7a114d_z.jpg
14,1537,2049,batch_1/000056.jpg,,https://farm66.staticflickr.com/65535/47803337932_3b5ba10c22_o.png,,,https://farm66.staticflickr.com/65535/47803337932_f6a005f4c1_z.jpg
15,1537,2049,batch_1/000058.jpg,,https://farm66.staticflickr.com/65535/46939252345_1059f19aa3_o.png,,,https://farm66.staticflickr.com/65535/46939252345_2a66fc213a_z.jpg
16,1537,2049,batch_1/000060.jpg,,https://farm66.staticflickr.com/65535/33978204438_b8c0c2b2c9_o.png,,,https://farm66.staticflickr.com/65535/33978204438_f7bcf7de70_z.jpg
17,1537,2049,batch_1/000003.jpg,,https://farm66.staticflickr.com/65535/47803339122_d3f0788742_o.png,,,https://farm66.staticflickr.com/65535/47803339122_f549dbb834_z.jpg
18,1537,2049,batch_1/000011.jpg,,https://farm66.staticflickr.com/65535/40888879023_df1db6fbd9_o.png,,,https://farm66.staticflickr.com/65535/40888879023_9050b8b546_z.jpg
19,1537,2049,batch_1/000032.jpg,,https://farm66.staticflickr.com/65535/32911398817_e6ef283545_o.png,,,https://farm66.staticflickr.com/65535/32911398817_4725c65593_z.jpg
20,2049,1537,batch_1/000040.jpg,,https://farm66.staticflickr.com/65535/47855508601_8f8db2ac41_o.png,,,https://farm66.staticflickr.com/65535/47855508601_491860b3d0_z.jpg
21,2049,1537,batch_1/000043.jpg,,https://farm66.staticflickr.com/65535/47855508711_22405cc468_o.png,,,https://farm66.staticflickr.com/65535/47855508711_00281dffb0_z.jpg
22,1537,2049,batch_1/000049.jpg,,https://farm66.staticflickr.com/65535/47066069044_d036243818_o.png,,,https://farm66.staticflickr.com/65535/47066069044_fb605dece1_z.jpg
23,1537,2049,batch_1/000054.jpg,,https://farm66.staticflickr.com/65535/47803340592_7e869ae7eb_o.png,,,https://farm66.staticflickr.com/65535/47803340592_325dd423bc_z.jpg
24,1537,2049,batch_1/000061.jpg,,https://farm66.staticflickr.com/65535/47855509081_aa8d76f4cc_o.png,,,https://farm66.staticflickr.com/65535/47855509081_8c8f45066f_z.jpg
25,2049,1537,batch_1/000021.jpg,,https://farm66.staticflickr.com/65535/46939254645_8c2662f96c_o.png,,,https://farm66.staticflickr.com/65535/46939254645_d86872df65_z.jpg
26,2049,1537,batch_1/000022.jpg,,https://farm66.staticflickr.com/65535/46939254875_9da2bf390c_o.png,,,https://farm66.staticflickr.com/65535/46939254875_30ebf38f12_z.jpg
27,1537,2049,batch_1/000023.jpg,,https://farm66.staticflickr.com/65535/33978206458_6f2ede98d9_o.png,,,https://farm66.staticflickr.com/65535/33978206458_ccaff895b0_z.jpg
28,1537,2049,batch_1/000024.jpg,,https://farm66.staticflickr.com/65535/46939255385_13b538e7bb_o.png,,,https://farm66.staticflickr.com/65535/46939255385_3ecbdfafce_z.jpg
29,1537,2049,batch_1/000027.jpg,,https://farm66.staticflickr.com/65535/33978206868_ace11c6368_o.png,,,https://farm66.staticflickr.com/65535/33978206868_c5eb6d91a0_z.jpg
30,1537,2049,batch_1/000028.jpg,,https://farm66.staticflickr.com/65535/40888883943_ebb30f624d_o.png,,,https://farm66.staticflickr.com/65535/40888883943_d460ec74b9_z.jpg
31,1537,2049,batch_1/000030.jpg,,https://farm66.staticflickr.com/65535/47803342522_5c60c6c4e0_o.png,,,https://farm66.staticflickr.com/65535/47803342522_ee56b5ffc7_z.jpg
